task_id,occupation,task_text,ability_name,weight,uncertain
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Category Flexibility,2,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Flexibility of Closure,3,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Inductive Reasoning,2,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Near Vision,3,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Perceptual Speed,3,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Selective Attention,2,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Visual Color Discrimination,2,0
17389,Cytogenetic Technologists,"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",Visualization,2,0
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Arm-Hand Steadiness,1,1
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Deductive Reasoning,2,1
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Manual Dexterity,2,1
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Near Vision,3,1
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Spatial Orientation?,2,1
17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,Visualization,2,1
17438,Neurodiagnostic Technologists,"Participate in research projects, conferences, or technical meetings.",Inductive Reasoning,1,0
17438,Neurodiagnostic Technologists,"Participate in research projects, conferences, or technical meetings.",Memorization,1,0
17438,Neurodiagnostic Technologists,"Participate in research projects, conferences, or technical meetings.",Oral Comprehension,2,0
17438,Neurodiagnostic Technologists,"Participate in research projects, conferences, or technical meetings.",Written Comprehension,2,0
17475,Midwives,Estimate patients' due dates and re-evaluate as necessary based on examination results.,Deductive Reasoning,2,1
17475,Midwives,Estimate patients' due dates and re-evaluate as necessary based on examination results.,Inductive Reasoning,3,1
17475,Midwives,Estimate patients' due dates and re-evaluate as necessary based on examination results.,Mathematical Reasoning?,2,1
17475,Midwives,Estimate patients' due dates and re-evaluate as necessary based on examination results.,Near Vision,1,1
17475,Midwives,Estimate patients' due dates and re-evaluate as necessary based on examination results.,Problem Sensitivity,2,1
17487,Midwives,"Provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, or breastfeeding.",Deductive Reasoning,2,0
17487,Midwives,"Provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, or breastfeeding.",Inductive Reasoning,2,0
17487,Midwives,"Provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, or breastfeeding.",Oral Comprehension,2,0
17487,Midwives,"Provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, or breastfeeding.",Oral Expression,3,0
17487,Midwives,"Provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, or breastfeeding.",Written Expression,2,0
17498,Midwives,Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,Deductive Reasoning,2,0
17498,Midwives,Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,Inductive Reasoning,1,0
17498,Midwives,Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,Oral Comprehension,2,0
17498,Midwives,Recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,Oral Expression,2,0
17514,Genetic Counselors,Engage in research activities related to the field of medical genetics or genetic counseling.,Deductive Reasoning,3,1
17514,Genetic Counselors,Engage in research activities related to the field of medical genetics or genetic counseling.,Inductive Reasoning,3,1
17514,Genetic Counselors,Engage in research activities related to the field of medical genetics or genetic counseling.,Mathematical Reasoning?,2,1
17514,Genetic Counselors,Engage in research activities related to the field of medical genetics or genetic counseling.,Problem Sensitivity,2,1
17514,Genetic Counselors,Engage in research activities related to the field of medical genetics or genetic counseling.,Written Comprehension,2,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Deductive Reasoning,2,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Inductive Reasoning,2,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Mathematical Reasoning?,2,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Near Vision,3,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Spatial Orientation,3,1
17657,Solar Sales Representatives and Assessors,"Assess sites to determine suitability for solar equipment, using equipment such as tape measures, compasses, and computer software.",Visualization,2,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Deductive Reasoning,3,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Fluency of Ideas,2,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Inductive Reasoning,3,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Mathematical Reasoning?,1,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Originality,2,1
17660,Solar Sales Representatives and Assessors,Develop marketing or strategic plans for sales territories.,Written Expression,2,1
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Deductive Reasoning,2,0
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Mathematical Reasoning,2,0
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Near Vision,3,0
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Visualization,2,0
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Written Comprehension,3,0
17662,Solar Sales Representatives and Assessors,"Prepare or review detailed design drawings, specifications, or lists related to solar installations.",Written Expression,2,0
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Deductive Reasoning,3,1
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Inductive Reasoning,3,1
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Information Ordering,2,1
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Mathematical Reasoning?,2,1
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Problem Sensitivity,2,1
17680,Freight Forwarders,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Written Comprehension,2,1
17684,Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",Deductive Reasoning,2,0
17684,Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",Inductive Reasoning,2,0
17684,Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",Information Ordering,1,0
17684,Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",Problem Sensitivity,2,0
17684,Freight Forwarders,"Arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",Written Comprehension,2,0
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Deductive Reasoning,3,1
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Inductive Reasoning,2,1
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Information Ordering,3,1
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Number Facility?,1,1
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Written Comprehension,3,1
18048,Regulatory Affairs Specialists,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Written Expression,3,1
18069,Regulatory Affairs Specialists,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Deductive Reasoning,2,1
18069,Regulatory Affairs Specialists,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Information Ordering,2,1
18069,Regulatory Affairs Specialists,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Oral Comprehension,2,1
18069,Regulatory Affairs Specialists,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Written Comprehension,2,1
18069,Regulatory Affairs Specialists,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Written Expression?,1,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Deductive Reasoning,3,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Inductive Reasoning,3,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Mathematical Reasoning?,2,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Number Facility,2,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Problem Sensitivity,2,1
1810,Pharmacists,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Written Comprehension,2,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Deductive Reasoning,2,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Inductive Reasoning,2,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Mathematical Reasoning?,1,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Number Facility,2,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Oral Expression,3,1
1822,Pharmacists,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Written Comprehension,2,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Category Flexibility,2,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Deductive Reasoning,3,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Inductive Reasoning,3,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Mathematical Reasoning?,2,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Problem Sensitivity,3,1
18297,Acute Care Nurses,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Written Comprehension,3,1
18299,Acute Care Nurses,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Category Flexibility,2,0
18299,Acute Care Nurses,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Deductive Reasoning,3,0
18299,Acute Care Nurses,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Inductive Reasoning,3,0
18299,Acute Care Nurses,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Problem Sensitivity,2,0
18299,Acute Care Nurses,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Written Comprehension,3,0
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Category Flexibility,2,1
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Deductive Reasoning,3,1
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Inductive Reasoning,3,1
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Number Facility?,1,1
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Problem Sensitivity,2,1
18312,Acute Care Nurses,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Written Comprehension,3,1
18328,Critical Care Nurses,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Deductive Reasoning,3,0
18328,Critical Care Nurses,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Inductive Reasoning,2,0
18328,Critical Care Nurses,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Manual Dexterity,2,0
18328,Critical Care Nurses,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Near Vision,2,0
18328,Critical Care Nurses,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Problem Sensitivity,2,0
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Deductive Reasoning,2,1
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Inductive Reasoning,3,1
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Mathematical Reasoning?,2,1
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Near Vision,2,1
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Problem Sensitivity,3,1
18333,Critical Care Nurses,"Monitor patients' fluid intake and output to detect emerging problems, such as fluid and electrolyte imbalances.",Selective Attention,2,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Deductive Reasoning,3,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Inductive Reasoning,3,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Near Vision,2,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Number Facility?,1,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Problem Sensitivity,2,1
18381,Nurse Practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",Written Comprehension,3,1
18392,Nurse Practitioners,"Prescribe medications based on efficacy, safety, and cost as legally authorized.",Deductive Reasoning,3,1
18392,Nurse Practitioners,"Prescribe medications based on efficacy, safety, and cost as legally authorized.",Inductive Reasoning,2,1
18392,Nurse Practitioners,"Prescribe medications based on efficacy, safety, and cost as legally authorized.",Mathematical Reasoning?,2,1
18392,Nurse Practitioners,"Prescribe medications based on efficacy, safety, and cost as legally authorized.",Problem Sensitivity,2,1
18392,Nurse Practitioners,"Prescribe medications based on efficacy, safety, and cost as legally authorized.",Written Comprehension,3,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Arm-Hand Steadiness,3,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Deductive Reasoning,2,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Finger Dexterity,2,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Gross Body Coordination?,1,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Manual Dexterity,3,1
18405,Naturopathic Physicians,"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",Written Comprehension,2,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Deductive Reasoning,3,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Inductive Reasoning,2,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Mathematical Reasoning?,2,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Oral Comprehension,2,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Problem Sensitivity,2,1
18409,Naturopathic Physicians,"Administer, dispense, or prescribe natural medicines, such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",Written Comprehension,3,1
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Deductive Reasoning,3,0
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Inductive Reasoning,3,0
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Manual Dexterity,2,0
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Near Vision,2,0
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Problem Sensitivity,2,0
18426,Orthoptists,"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",Written Comprehension,2,0
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Deductive Reasoning,3,1
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Inductive Reasoning,2,1
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Manual Dexterity,2,1
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Near Vision,3,1
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Problem Sensitivity,2,1
18428,Orthoptists,"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",Visual Color Discrimination?,2,1
18454,Nurse Midwives,Prescribe medications as permitted by state regulations.,Deductive Reasoning,3,1
18454,Nurse Midwives,Prescribe medications as permitted by state regulations.,Inductive Reasoning,2,1
18454,Nurse Midwives,Prescribe medications as permitted by state regulations.,Mathematical Reasoning?,2,1
18454,Nurse Midwives,Prescribe medications as permitted by state regulations.,Problem Sensitivity,2,1
18454,Nurse Midwives,Prescribe medications as permitted by state regulations.,Written Comprehension,3,1
18457,Nurse Midwives,"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",Deductive Reasoning,2,1
18457,Nurse Midwives,"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",Inductive Reasoning,2,1
18457,Nurse Midwives,"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",Mathematical Reasoning?,2,1
18457,Nurse Midwives,"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",Written Comprehension,3,1
18457,Nurse Midwives,"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",Written Expression,2,1
18460,Nurse Midwives,"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",Deductive Reasoning,2,0
18460,Nurse Midwives,"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",Fluency of Ideas,2,0
18460,Nurse Midwives,"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",Oral Comprehension,2,0
18460,Nurse Midwives,"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",Oral Expression,3,0
18460,Nurse Midwives,"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",Written Expression,2,0
18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,Deductive Reasoning,2,1
18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,Information Ordering,3,1
18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,Near Vision,2,1
18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,Visualization?,1,1
18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,Written Comprehension,3,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Deductive Reasoning,2,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Inductive Reasoning,2,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Information Ordering,2,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Mathematical Reasoning?,1,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Oral Expression,3,1
1861,Registered Nurses,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Written Expression,2,1
1866,Registered Nurses,Engage in research activities related to nursing.,Deductive Reasoning,2,1
1866,Registered Nurses,Engage in research activities related to nursing.,Inductive Reasoning,2,1
1866,Registered Nurses,Engage in research activities related to nursing.,Mathematical Reasoning?,2,1
1866,Registered Nurses,Engage in research activities related to nursing.,Written Comprehension,3,1
1866,Registered Nurses,Engage in research activities related to nursing.,Written Expression,2,1
18676,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",Deductive Reasoning,2,1
18676,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",Inductive Reasoning,3,1
18676,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",Mathematical Reasoning?,2,1
18676,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",Written Comprehension,3,1
18676,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",Written Expression,2,1
18683,Audiologists,Provide information to the public on hearing or balance topics.,Deductive Reasoning,2,0
18683,Audiologists,Provide information to the public on hearing or balance topics.,Oral Comprehension,2,0
18683,Audiologists,Provide information to the public on hearing or balance topics.,Oral Expression,3,0
18683,Audiologists,Provide information to the public on hearing or balance topics.,Speech Clarity,2,0
18683,Audiologists,Provide information to the public on hearing or balance topics.,Written Expression,2,0
18767,Cashiers,"Assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.",Deductive Reasoning,2,1
18767,Cashiers,"Assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.",Gross Body Coordination?,1,1
18767,Cashiers,"Assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.",Manual Dexterity,2,1
18767,Cashiers,"Assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.",Oral Comprehension,2,1
18772,"Library Assistants, Clerical","Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.",Manual Dexterity?,1,1
18772,"Library Assistants, Clerical","Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.",Near Vision,1,1
18772,"Library Assistants, Clerical","Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.",Oral Comprehension,2,1
18772,"Library Assistants, Clerical","Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.",Oral Expression,2,1
18772,"Library Assistants, Clerical","Maintain library equipment, such as photocopiers, scanners, and computers, and instruct patrons in proper use of such equipment.",Problem Sensitivity,2,1
18775,"Library Assistants, Clerical","Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",Deductive Reasoning,2,0
18775,"Library Assistants, Clerical","Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",Information Ordering,2,0
18775,"Library Assistants, Clerical","Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",Near Vision,2,0
18775,"Library Assistants, Clerical","Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",Number Facility,3,0
18775,"Library Assistants, Clerical","Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",Written Comprehension,2,0
18779,"Library Assistants, Clerical",Design or maintain library web site and online catalogues.,Deductive Reasoning,2,1
18779,"Library Assistants, Clerical",Design or maintain library web site and online catalogues.,Inductive Reasoning,2,1
18779,"Library Assistants, Clerical",Design or maintain library web site and online catalogues.,Near Vision,2,1
18779,"Library Assistants, Clerical",Design or maintain library web site and online catalogues.,Originality?,1,1
18779,"Library Assistants, Clerical",Design or maintain library web site and online catalogues.,Written Comprehension,2,1
1882,Speech-Language Pathologists,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Deductive Reasoning,2,1
1882,Speech-Language Pathologists,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Near Vision?,1,1
1882,Speech-Language Pathologists,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Oral Comprehension,3,1
1882,Speech-Language Pathologists,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Oral Expression,3,1
1882,Speech-Language Pathologists,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Speech Recognition,2,1
