task_id,occupation,task_text,ability_name,weight,uncertain
21650,Database Administrators,Provide technical support to junior staff or clients.,Oral Expression,3,0
21650,Database Administrators,Provide technical support to junior staff or clients.,Oral Comprehension,2,0
21650,Database Administrators,Provide technical support to junior staff or clients.,Deductive Reasoning,2,0
21650,Database Administrators,Provide technical support to junior staff or clients.,Problem Sensitivity,2,0
21650,Database Administrators,Provide technical support to junior staff or clients.,Speech Clarity,1,0
21650,Database Administrators,Provide technical support to junior staff or clients.,Inductive Reasoning,1,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Deductive Reasoning,3,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Information Ordering,3,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Problem Sensitivity,2,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Oral Expression,2,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Inductive Reasoning,1,0
1302,Database Administrators,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.",Written Expression,1,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Deductive Reasoning,3,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Inductive Reasoning,2,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Written Expression,3,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Information Ordering,2,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Problem Sensitivity,2,0
1298,Database Administrators,Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Fluency of Ideas,1,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Deductive Reasoning,3,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Written Expression,3,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Information Ordering,2,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Inductive Reasoning,2,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Oral Expression,1,0
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Category Flexibility,1,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Deductive Reasoning,3,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Inductive Reasoning,3,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Visualization,2,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Information Ordering,2,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Written Expression,2,0
1306,Database Administrators,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",Category Flexibility,1,0
1311,Database Administrators,Select and enter codes to monitor database performance and to create production databases.,Deductive Reasoning,3,0
1311,Database Administrators,Select and enter codes to monitor database performance and to create production databases.,Selective Attention,2,0
1311,Database Administrators,Select and enter codes to monitor database performance and to create production databases.,Problem Sensitivity,2,0
1311,Database Administrators,Select and enter codes to monitor database performance and to create production databases.,Information Ordering,2,0
1311,Database Administrators,Select and enter codes to monitor database performance and to create production databases.,Written Comprehension,1,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Deductive Reasoning,3,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Inductive Reasoning,3,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Written Comprehension,2,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Problem Sensitivity,2,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Oral Expression,1,0
21648,Database Administrators,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Mathematical Reasoning,1,0
1309,Database Administrators,Review procedures in database management system manuals to make changes to database.,Written Comprehension,3,0
1309,Database Administrators,Review procedures in database management system manuals to make changes to database.,Deductive Reasoning,2,0
1309,Database Administrators,Review procedures in database management system manuals to make changes to database.,Information Ordering,2,0
1309,Database Administrators,Review procedures in database management system manuals to make changes to database.,Inductive Reasoning,1,0
1309,Database Administrators,Review procedures in database management system manuals to make changes to database.,Problem Sensitivity,1,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Inductive Reasoning,3,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Written Comprehension,2,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Deductive Reasoning,2,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Oral Expression,2,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Fluency of Ideas,1,0
1312,Database Administrators,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Written Expression,1,0
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Written Comprehension,3,0
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Deductive Reasoning,3,0
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Visualization,2,0
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Inductive Reasoning,2,0
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Information Ordering,1,0
1315,Database Administrators,Revise company definition of data as defined in data dictionary.,Written Comprehension,3,0
1315,Database Administrators,Revise company definition of data as defined in data dictionary.,Written Expression,2,0
1315,Database Administrators,Revise company definition of data as defined in data dictionary.,Deductive Reasoning,2,0
1315,Database Administrators,Revise company definition of data as defined in data dictionary.,Category Flexibility,2,0
1315,Database Administrators,Revise company definition of data as defined in data dictionary.,Information Ordering,1,0
16115,Database Architects,Develop and document database architectures.,Deductive Reasoning,3,0
16115,Database Architects,Develop and document database architectures.,Inductive Reasoning,2,0
16115,Database Architects,Develop and document database architectures.,Written Expression,3,0
16115,Database Architects,Develop and document database architectures.,Information Ordering,2,0
16115,Database Architects,Develop and document database architectures.,Visualization,2,0
16115,Database Architects,Develop and document database architectures.,Fluency of Ideas,1,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Oral Comprehension,3,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Oral Expression,2,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Deductive Reasoning,2,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Inductive Reasoning,2,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Speech Recognition,1,0
16113,Database Architects,"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",Written Comprehension,1,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Deductive Reasoning,3,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Inductive Reasoning,3,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Visualization,2,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Fluency of Ideas,2,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Written Expression,2,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Category Flexibility,1,0
16114,Database Architects,"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",Problem Sensitivity,1,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Deductive Reasoning,3,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Inductive Reasoning,3,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Visualization,2,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Mathematical Reasoning,2,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Problem Sensitivity,2,0
16109,Database Architects,"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",Fluency of Ideas,1,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Deductive Reasoning,3,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Inductive Reasoning,3,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Visualization,2,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Information Ordering,2,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Category Flexibility,2,0
16108,Database Architects,"Develop data models for applications, metadata tables, views or related database structures.",Written Expression,1,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Deductive Reasoning,3,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Inductive Reasoning,2,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Visualization,3,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Mathematical Reasoning,2,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Problem Sensitivity,2,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Information Ordering,2,0
16110,Database Architects,"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",Fluency of Ideas,1,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Deductive Reasoning,3,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Inductive Reasoning,3,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Problem Sensitivity,2,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Fluency of Ideas,2,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Visualization,1,0
21653,Database Architects,"Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.",Category Flexibility,1,0
16112,Database Architects,Create and enforce database development standards.,Deductive Reasoning,3,0
16112,Database Architects,Create and enforce database development standards.,Written Expression,3,0
16112,Database Architects,Create and enforce database development standards.,Information Ordering,2,0
16112,Database Architects,Create and enforce database development standards.,Inductive Reasoning,1,0
16112,Database Architects,Create and enforce database development standards.,Oral Expression,1,0
16105,Database Architects,"Document and communicate database schemas, using accepted notations.",Written Expression,3,0
16105,Database Architects,"Document and communicate database schemas, using accepted notations.",Visualization,2,0
16105,Database Architects,"Document and communicate database schemas, using accepted notations.",Deductive Reasoning,2,0
16105,Database Architects,"Document and communicate database schemas, using accepted notations.",Information Ordering,2,0
16105,Database Architects,"Document and communicate database schemas, using accepted notations.",Oral Expression,1,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Deductive Reasoning,3,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Inductive Reasoning,3,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Visualization,2,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Information Ordering,2,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Written Expression,2,0
21652,Database Architects,"Develop data model describing data elements and their use, following procedures and using pen, template or computer software.",Category Flexibility,1,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Oral Expression,2,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Oral Comprehension,2,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Deductive Reasoning,2,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Information Ordering,2,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Problem Sensitivity,2,0
21659,Database Architects,Work as part of a project team to coordinate database development and determine project scope and limitations.,Inductive Reasoning,1,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Inductive Reasoning,3,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Written Comprehension,2,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Deductive Reasoning,2,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Oral Expression,2,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Fluency of Ideas,1,0
21655,Database Architects,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Written Expression,1,0
16100,Database Architects,"Set up database clusters, backup, or recovery processes.",Deductive Reasoning,3,0
16100,Database Architects,"Set up database clusters, backup, or recovery processes.",Information Ordering,2,0
16100,Database Architects,"Set up database clusters, backup, or recovery processes.",Problem Sensitivity,2,0
16100,Database Architects,"Set up database clusters, backup, or recovery processes.",Inductive Reasoning,2,0
16100,Database Architects,"Set up database clusters, backup, or recovery processes.",Written Comprehension,1,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Oral Expression,3,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Deductive Reasoning,2,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Written Expression,2,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Inductive Reasoning,1,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Problem Sensitivity,1,0
16111,Database Architects,"Demonstrate database technical functionality, such as performance, security and reliability.",Speech Clarity,1,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Deductive Reasoning,3,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Inductive Reasoning,3,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Mathematical Reasoning,2,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Problem Sensitivity,2,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Information Ordering,2,0
16107,Database Architects,Develop load-balancing processes to eliminate down time for backup processes.,Visualization,1,0
16102,Database Architects,Plan and install upgrades of database management system software to enhance database performance.,Deductive Reasoning,3,0
16102,Database Architects,Plan and install upgrades of database management system software to enhance database performance.,Information Ordering,2,0
16102,Database Architects,Plan and install upgrades of database management system software to enhance database performance.,Problem Sensitivity,2,0
16102,Database Architects,Plan and install upgrades of database management system software to enhance database performance.,Inductive Reasoning,2,0
16102,Database Architects,Plan and install upgrades of database management system software to enhance database performance.,Written Comprehension,1,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Deductive Reasoning,3,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Inductive Reasoning,3,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Written Comprehension,2,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Problem Sensitivity,2,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Mathematical Reasoning,1,0
16101,Database Architects,"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",Oral Expression,1,0
21657,Database Architects,"Test programs or databases, correct errors, and make necessary modifications.",Deductive Reasoning,3,0
21657,Database Architects,"Test programs or databases, correct errors, and make necessary modifications.",Inductive Reasoning,3,0
21657,Database Architects,"Test programs or databases, correct errors, and make necessary modifications.",Problem Sensitivity,3,0
21657,Database Architects,"Test programs or databases, correct errors, and make necessary modifications.",Written Comprehension,2,0
21657,Database Architects,"Test programs or databases, correct errors, and make necessary modifications.",Written Expression,1,0
16104,Database Architects,Identify and correct deviations from database development standards.,Deductive Reasoning,3,0
16104,Database Architects,Identify and correct deviations from database development standards.,Written Comprehension,3,0
16104,Database Architects,Identify and correct deviations from database development standards.,Problem Sensitivity,2,0
16104,Database Architects,Identify and correct deviations from database development standards.,Selective Attention,2,0
16104,Database Architects,Identify and correct deviations from database development standards.,Inductive Reasoning,2,0
16104,Database Architects,Identify and correct deviations from database development standards.,Information Ordering,1,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Written Comprehension,3,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Deductive Reasoning,2,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Inductive Reasoning,2,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Mathematical Reasoning,2,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Number Facility,2,0
21656,Database Architects,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Problem Sensitivity,1,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Deductive Reasoning,3,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Written Expression,3,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Information Ordering,2,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Inductive Reasoning,2,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Oral Expression,1,0
21660,Database Architects,"Write and code logical and physical database descriptions, and specify identifiers of database to management system or direct others in coding descriptions.",Category Flexibility,1,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Deductive Reasoning,3,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Written Expression,2,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Information Ordering,2,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Written Comprehension,2,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Inductive Reasoning,2,0
16106,Database Architects,"Develop or maintain archived procedures, procedural codes, or queries for applications.",Category Flexibility,1,0
16099,Database Architects,Provide technical support to junior staff or clients.,Oral Expression,3,0
16099,Database Architects,Provide technical support to junior staff or clients.,Oral Comprehension,2,0
16099,Database Architects,Provide technical support to junior staff or clients.,Deductive Reasoning,2,0
16099,Database Architects,Provide technical support to junior staff or clients.,Problem Sensitivity,2,0
16099,Database Architects,Provide technical support to junior staff or clients.,Speech Clarity,1,0
16099,Database Architects,Provide technical support to junior staff or clients.,Inductive Reasoning,1,0
21654,Database Architects,"Establish and calculate optimum values for database parameters, using manuals and calculators.",Mathematical Reasoning,3,0
21654,Database Architects,"Establish and calculate optimum values for database parameters, using manuals and calculators.",Number Facility,3,0
21654,Database Architects,"Establish and calculate optimum values for database parameters, using manuals and calculators.",Deductive Reasoning,2,0
21654,Database Architects,"Establish and calculate optimum values for database parameters, using manuals and calculators.",Written Comprehension,2,0
21654,Database Architects,"Establish and calculate optimum values for database parameters, using manuals and calculators.",Inductive Reasoning,1,0
21658,Database Architects,Train users and answer questions.,Oral Expression,3,0
21658,Database Architects,Train users and answer questions.,Oral Comprehension,2,0
21658,Database Architects,Train users and answer questions.,Speech Clarity,2,0
21658,Database Architects,Train users and answer questions.,Information Ordering,2,0
21658,Database Architects,Train users and answer questions.,Deductive Reasoning,1,0
21658,Database Architects,Train users and answer questions.,Speech Recognition,1,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Deductive Reasoning,3,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Inductive Reasoning,3,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Visualization,2,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Information Ordering,2,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Mathematical Reasoning,2,0
16132,Data Warehousing Specialists,"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",Written Expression,1,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Deductive Reasoning,3,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Problem Sensitivity,3,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Selective Attention,2,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Inductive Reasoning,2,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Mathematical Reasoning,1,0
16121,Data Warehousing Specialists,"Verify the structure, accuracy, or quality of warehouse data.",Written Comprehension,1,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Deductive Reasoning,3,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Visualization,3,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Information Ordering,2,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Inductive Reasoning,2,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Category Flexibility,2,0
16124,Data Warehousing Specialists,"Map data between source systems, data warehouses, and data marts.",Problem Sensitivity,1,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Deductive Reasoning,3,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Inductive Reasoning,2,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Information Ordering,2,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Problem Sensitivity,2,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Written Expression,1,0
16126,Data Warehousing Specialists,"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",Category Flexibility,1,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Deductive Reasoning,3,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Inductive Reasoning,2,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Visualization,2,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Information Ordering,2,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Mathematical Reasoning,1,0
16128,Data Warehousing Specialists,Design and implement warehouse database structures.,Fluency of Ideas,1,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Deductive Reasoning,3,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Information Ordering,3,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Inductive Reasoning,2,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Written Expression,2,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Category Flexibility,2,0
16127,Data Warehousing Specialists,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",Fluency of Ideas,1,0
16118,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,Deductive Reasoning,3,0
16118,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,Inductive Reasoning,3,0
16118,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,Problem Sensitivity,3,0
16118,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,Oral Expression,2,0
16118,Data Warehousing Specialists,Provide or coordinate troubleshooting support for data warehouses.,Information Ordering,1,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Deductive Reasoning,3,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Inductive Reasoning,2,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Written Expression,2,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Written Comprehension,2,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Problem Sensitivity,2,0
16120,Data Warehousing Specialists,"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",Information Ordering,1,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Deductive Reasoning,3,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Inductive Reasoning,3,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Mathematical Reasoning,2,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Visualization,2,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Problem Sensitivity,2,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Information Ordering,2,0
16133,Data Warehousing Specialists,"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",Written Comprehension,1,0
16123,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",Deductive Reasoning,3,0
16123,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",Inductive Reasoning,3,0
16123,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",Mathematical Reasoning,2,0
16123,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",Problem Sensitivity,2,0
16123,Data Warehousing Specialists,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",Written Comprehension,2,0
